hour,wind_electricity_kW,wind_electricity_year24_degraded_kW,solar_electricity_kW,solar_electricity_year24_degraded_kW,battery_net_power_kW,battery_electricity_out_kW,battery_soc_fraction,curtailment_kW
2393,220293.93459035727,,7071.371890804384,,20000.0,-0.0,1.0,207365.30648116165
2394,220293.93459035727,,1516.5680889697953,,20000.0,-0.0,1.0,201810.50267932707
2395,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2396,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2397,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2398,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2399,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2400,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2401,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2402,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2403,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2404,183457.4453676426,,0.0,,20000.0,-0.0,1.0,163457.4453676426
2405,115258.06377067452,,0.0,,20000.0,-0.0,1.0,95258.06377067452
2406,84481.76506068828,,-0.0,,20000.0,-0.0,1.0,64481.76506068828
2407,67609.60393378594,,5465.2980420137355,,20000.0,-0.0,1.0,53074.90197579967
2408,40563.0683169403,,13020.758609590477,,20000.0,-0.0,1.0,33583.826926530775
2409,25193.91292461119,,31770.967433550013,,20000.0,-0.0,1.0,36964.8803581612
2410,45307.67143533876,,54991.68324006996,,20000.0,-0.0,1.0,80299.35467540871
2411,55356.25511073546,,86054.16648035232,,20000.0,-0.0,1.0,121410.42159108777
2412,101940.79735697259,,93438.18091643068,,20000.0,-0.0,1.0,175378.97827340325
2413,139632.4075302873,,121330.70235817364,,20000.0,-0.0,1.0,240963.10988846095
2414,172729.52492554844,,136190.20616639094,,20000.0,-0.0,1.0,288919.7310919394
2415,217838.7102108174,,150000.0,,20000.0,-0.0,1.0,347838.7102108174
2416,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2417,190288.46480356075,,137998.924424195,,20000.0,-0.0,1.0,308287.3892277557
2418,160210.30417945518,,107517.84428944587,,20000.0,-0.0,1.0,247728.14846890105
2419,190570.50238963994,,0.0,,20000.0,-0.0,1.0,170570.50238963994
2420,157398.62933224806,,0.0,,20000.0,-0.0,1.0,137398.62933224806
2421,121573.87868450636,,0.0,,20000.0,-0.0,1.0,101573.87868450636
2422,155915.79700916444,,0.0,,20000.0,-0.0,1.0,135915.79700916444
2423,171917.3609560825,,0.0,,20000.0,-0.0,1.0,151917.3609560825
2424,145370.8554098053,,0.0,,20000.0,-0.0,1.0,125370.85540980531
2425,156078.04804361155,,0.0,,20000.0,-0.0,1.0,136078.04804361155
2426,167560.0765561654,,0.0,,20000.0,-0.0,1.0,147560.0765561654
2427,171076.18532374862,,0.0,,20000.0,-0.0,1.0,151076.18532374862
2428,170068.04824142254,,0.0,,20000.0,-0.0,1.0,150068.04824142254
2429,170501.51387477407,,0.0,,20000.0,-0.0,1.0,150501.51387477407
2430,170326.38480161974,,580.9225767035473,,20000.0,-0.0,1.0,150907.30737832328
2431,162455.54350728236,,12497.245072333584,,20000.0,-0.0,1.0,154952.78857961594
2432,190191.57610070892,,26228.817529585216,,20000.0,-0.0,1.0,196420.39363029413
2433,136871.68514080523,,61796.30627761947,,20000.0,-0.0,1.0,178667.9914184247
2434,121469.42292605822,,77724.6032608153,,20000.0,-0.0,1.0,179194.02618687353
2435,117971.84090052075,,136257.26762973875,,20000.0,-0.0,1.0,234229.10853025952
2436,137401.7384321425,,127867.07233945334,,20000.0,-0.0,1.0,245268.81077159586
2437,129696.3969934257,,128952.41016039332,,20000.0,-0.0,1.0,238648.807153819
2438,143626.7826465661,,120451.03459751175,,20000.0,-0.0,1.0,244077.81724407786
2439,161159.39265158013,,147061.3681290359,,20000.0,-0.0,1.0,288220.760780616
2440,123363.31347849034,,150000.0,,20000.0,-0.0,1.0,253363.31347849034
2441,97129.15604052733,,143741.02933680883,,20000.0,-0.0,1.0,220870.18537733617
2442,64846.78751637155,,113171.55056034334,,20000.0,-0.0,1.0,158018.3380767149
2443,51099.35260925494,,0.0,,20000.0,-0.0,1.0,31099.352609254936
2444,56541.162953522864,,0.0,,20000.0,-0.0,1.0,36541.162953522864
2445,67611.81600109195,,0.0,,20000.0,-0.0,1.0,47611.81600109195
2446,82660.22381147693,,0.0,,20000.0,-0.0,1.0,62660.22381147693
2447,97918.57836047233,,0.0,,20000.0,-0.0,1.0,77918.57836047233
2448,63948.91066979698,,0.0,,20000.0,-0.0,1.0,43948.91066979698
2449,47078.788253250066,,0.0,,20000.0,-0.0,1.0,27078.788253250066
2450,51258.01196478032,,0.0,,20000.0,-0.0,1.0,31258.011964780322
2451,65202.85029132216,,0.0,,20000.0,-0.0,1.0,45202.85029132216
2452,82903.74361813124,,0.0,,20000.0,-0.0,1.0,62903.74361813124
2453,88103.73714597627,,0.0,,20000.0,-0.0,1.0,68103.73714597627
2454,89599.41802383003,,1468.7829877829147,,20000.0,-0.0,1.0,71068.20101161295
2455,57101.209668323856,,16722.056234047202,,20000.0,-0.0,1.0,53823.26590237106
2456,53475.683893239126,,30635.201041060784,,20000.0,-0.0,1.0,64110.88493429992
2457,49396.26940747187,,65885.34789940456,,20000.0,-0.0,1.0,95281.61730687643
2458,31059.88762411322,,106178.68383834814,,20000.0,-0.0,1.0,117238.57146246135
2459,16165.025595272196,,114120.58460990575,,20000.0,-0.0,1.0,110285.61020517795
2460,14876.258638864374,,133182.9143256666,,20000.0,-0.0,1.0,128059.172964531
2461,20059.2445109336,,130130.8017687429,,20000.0,-0.0,1.0,130190.04627967649
2462,26059.99945116241,,150000.0,,20000.0,-0.0,1.0,156059.9994511624
2463,34494.01643055635,,150000.0,,20000.0,-0.0,1.0,164494.01643055637
2464,39402.39969589165,,150000.0,,20000.0,-0.0,1.0,169402.39969589165
2465,32373.44852745683,,150000.0,,20000.0,-0.0,1.0,162373.44852745684
2466,25363.930132003352,,111387.23164611701,,20000.0,-0.0,1.0,116751.16177812035
2467,32623.012504620845,,0.0,,20000.0,-0.0,1.0,12623.012504620845
2468,48449.93863712787,,0.0,,20000.0,-0.0,1.0,28449.938637127867
2469,59452.00894721129,,0.0,,20000.0,-0.0,1.0,39452.00894721129
2470,148817.31371248647,,0.0,,20000.0,-0.0,1.0,128817.31371248647
2471,89251.30535931244,,0.0,,20000.0,-0.0,1.0,69251.30535931244
2472,33682.62277579319,,0.0,,20000.0,-0.0,1.0,13682.622775793192
2473,0.0,,0.0,,20000.0,5102.040816326529,0.7448979591836735,0.0
2474,0.0,,0.0,,20000.0,5102.040816326531,0.489795918367347,0.0
2475,0.0,,0.0,,20000.0,5102.040816326531,0.23469387755102045,0.0
2476,0.0,,0.0,,10560.000000000002,2693.8775510204086,0.1,0.0
2477,0.0,,0.0,,0.0,-0.0,0.1,0.0
2478,683.0842800169725,,1196.1860182797375,,1879.2702982967098,-0.0,0.1,0.0
2479,20089.318376155818,,15667.823494950359,,20000.0,-3860.4997584210137,0.2930249879210507,0.0
2480,0.0,,32749.615758237363,,20000.0,-3123.655860768154,0.4492077809594584,0.0
2481,0.0,,52524.59852320185,,20000.0,-4900.000000000001,0.6942077809594585,12524.59852320185
2482,18360.043805875666,,90891.49704908967,,20000.0,-4900.0,0.9392077809594584,69251.54085496534
2483,32132.570646097047,,139747.0720259194,,20000.0,-1215.8443808108311,1.0,146917.01254625793
2484,33633.54545752425,,145560.90189087557,,20000.0,-0.0,1.0,159194.44734839982
2485,31498.72916918373,,123039.89706032952,,20000.0,-0.0,1.0,134538.62622951326
2486,21289.76113330835,,150000.0,,20000.0,-0.0,1.0,151289.76113330835
2487,7679.494014292545,,150000.0,,20000.0,-0.0,1.0,137679.49401429255
2488,0.0,,132158.49855515786,,20000.0,-0.0,1.0,112158.49855515786
2489,16472.213208653917,,106910.2415346852,,20000.0,-0.0,1.0,103382.45474333913
2490,0.0,,82761.49520935383,,20000.0,-0.0,1.0,62761.49520935383
2491,0.0,,0.0,,20000.0,5102.040816326529,0.7448979591836735,0.0
2492,0.0,,0.0,,20000.0,5102.040816326531,0.489795918367347,0.0
2493,0.0,,0.0,,20000.0,5102.040816326531,0.23469387755102045,0.0
2494,0.0,,0.0,,10560.000000000002,2693.8775510204086,0.1,0.0
2495,0.0,,0.0,,0.0,-0.0,0.1,0.0
2496,0.0,,0.0,,0.0,-0.0,0.1,0.0
2497,0.0,,0.0,,0.0,-0.0,0.1,0.0
2498,0.0,,0.0,,0.0,-0.0,0.1,0.0
2499,0.0,,0.0,,0.0,-0.0,0.1,0.0
2500,0.0,,0.0,,0.0,-0.0,0.1,0.0
2501,15296.633685402065,,0.0,,15296.633685402065,-0.0,0.1,0.0
2502,36130.99283666162,,1122.1801169134073,,20000.0,-4227.027373625881,0.3113513686812941,0.0
2503,31669.297877524325,,13447.232373184244,,20000.0,-4900.0,0.5563513686812941,5116.530250708573
2504,0.0,,20065.077059865667,,20000.0,-15.943879667088545,0.5571485626646485,0.0
2505,0.0,,40280.718847192205,,20000.0,-4900.0,0.8021485626646485,280.71884719220543
2506,0.0,,88360.03500486987,,20000.0,-3957.0287467070298,1.0,52208.89726320853
2507,0.0,,101342.84403102085,,20000.0,-0.0,1.0,81342.84403102085
2508,0.0,,91207.99155827379,,20000.0,-0.0,1.0,71207.99155827379
2509,53310.07595516839,,37680.22777455894,,20000.0,-0.0,1.0,70990.30372972733
2510,126674.48820678925,,98931.48915691314,,20000.0,-0.0,1.0,205605.97736370238
2511,177833.03730862445,,40424.01831395453,,20000.0,-0.0,1.0,198257.05562257898
2512,191358.41161151003,,29335.308335615915,,20000.0,-0.0,1.0,200693.71994712594
2513,206826.8025912076,,27812.500998424195,,20000.0,-0.0,1.0,214639.3035896318
2514,219224.01050464404,,75468.15883875669,,20000.0,-0.0,1.0,274692.16934340075
2515,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2516,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2517,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2518,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2519,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2520,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2521,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2522,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2523,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2524,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2525,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2526,220293.93459035727,,1436.7383065261808,,20000.0,-0.0,1.0,201730.67289688345
2527,220293.93459035727,,14508.788758098348,,20000.0,-0.0,1.0,214802.72334845562
2528,220293.93459035727,,32715.509791868662,,20000.0,-0.0,1.0,233009.44438222592
2529,220293.93459035727,,54363.99340598312,,20000.0,-0.0,1.0,254657.92799634038
2530,220293.93459035727,,87553.11798011452,,20000.0,-0.0,1.0,287847.0525704718
2531,220293.93459035727,,131106.41004553073,,20000.0,-0.0,1.0,331400.344635888
2532,220293.93459035727,,138303.63327039633,,20000.0,-0.0,1.0,338597.5678607536
2533,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2534,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2535,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2536,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2537,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2538,220293.93459035727,,128070.86012688794,,20000.0,-0.0,1.0,328364.7947172452
2539,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2540,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2541,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2542,197197.60494427013,,0.0,,20000.0,-0.0,1.0,177197.60494427013
2543,174862.17197355977,,0.0,,20000.0,-0.0,1.0,154862.17197355977
2544,163914.37408654444,,0.0,,20000.0,-0.0,1.0,143914.37408654444
2545,147047.31982375807,,0.0,,20000.0,-0.0,1.0,127047.31982375807
2546,131758.20781140475,,0.0,,20000.0,-0.0,1.0,111758.20781140475
2547,123559.05821748366,,0.0,,20000.0,-0.0,1.0,103559.05821748366
2548,112058.78728336685,,0.0,,20000.0,-0.0,1.0,92058.78728336685
2549,104336.43306651387,,0.0,,20000.0,-0.0,1.0,84336.43306651387
2550,95706.72524780336,,2293.185154141209,,20000.0,-0.0,1.0,77999.91040194457
2551,52319.82000403365,,18114.403339841632,,20000.0,-0.0,1.0,50434.22334387529
2552,116992.2493351227,,32590.2868294642,,20000.0,-0.0,1.0,129582.5361645869
2553,116766.15317315317,,83525.17518391395,,20000.0,-0.0,1.0,180291.32835706713
2554,112654.92941627272,,129446.01203675517,,20000.0,-0.0,1.0,222100.9414530279
2555,116834.91097491777,,137782.02202202473,,20000.0,-0.0,1.0,234616.9329969425
2556,96620.8958289998,,142675.4806418883,,20000.0,-0.0,1.0,219296.3764708881
2557,75298.41163960709,,150000.0,,20000.0,-0.0,1.0,205298.4116396071
2558,50187.77683085108,,150000.0,,20000.0,-0.0,1.0,180187.77683085107
2559,34384.918187202806,,150000.0,,20000.0,-0.0,1.0,164384.9181872028
2560,16712.17185444894,,150000.0,,20000.0,-0.0,1.0,146712.17185444894
2561,0.0,,150000.0,,20000.0,-0.0,1.0,130000.0
2562,0.0,,122692.92813277082,,20000.0,-0.0,1.0,102692.92813277082
2563,0.0,,0.0,,20000.0,5102.040816326529,0.7448979591836735,0.0
2564,3934.1785062329436,,0.0,,20000.0,4098.423850450778,0.5399767666611346,0.0
2565,29881.23272498863,,0.0,,20000.0,-2420.902017622215,0.6610218675422453,0.0
2566,60175.06649483364,,0.0,,20000.0,-4900.0,0.9060218675422453,20175.06649483364
2567,128787.59672561723,,0.0,,20000.0,-1879.5626491550931,1.0,101115.91244335154
2568,180265.59645908055,,0.0,,20000.0,-0.0,1.0,160265.59645908055
2569,219162.1578489886,,0.0,,20000.0,-0.0,1.0,199162.1578489886
2570,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2571,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2572,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2573,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2574,220293.93459035727,,227.422890614737,,20000.0,-0.0,1.0,200521.35748097202
2575,220293.93459035727,,2438.4271474545503,,20000.0,-0.0,1.0,202732.36173781182
2576,220293.93459035727,,5636.871852438152,,20000.0,-0.0,1.0,205930.8064427954
2577,220293.93459035727,,8019.152017208503,,20000.0,-0.0,1.0,208313.08660756578
2578,220293.93459035727,,9985.5105307391,,20000.0,-0.0,1.0,210279.44512109636
2579,172925.0434348191,,9656.092907343438,,20000.0,-0.0,1.0,162581.13634216253
2580,180441.4895699128,,29858.826687628294,,20000.0,-0.0,1.0,190300.3162575411
2581,220293.93459035727,,125902.83207107209,,20000.0,-0.0,1.0,326196.76666142937
2582,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2583,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2584,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2585,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2586,220293.93459035727,,127292.11490424303,,20000.0,-0.0,1.0,327586.0494946003
2587,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2588,219977.05094150815,,0.0,,20000.0,-0.0,1.0,199977.05094150815
2589,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2590,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2591,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2592,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2593,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2594,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2595,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2596,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2597,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2598,220293.93459035727,,1851.7087557534348,,20000.0,-0.0,1.0,202145.6433461107
2599,220293.93459035727,,6578.668081851881,,20000.0,-0.0,1.0,206872.60267220915
2600,220293.93459035727,,24766.460729787465,,20000.0,-0.0,1.0,225060.39532014474
2601,220293.93459035727,,37401.6922020683,,20000.0,-0.0,1.0,237695.62679242558
2602,220293.93459035727,,66363.82919557663,,20000.0,-0.0,1.0,266657.7637859339
2603,220293.93459035727,,58315.58961881839,,20000.0,-0.0,1.0,258609.52420917567
2604,220293.93459035727,,74672.37129643146,,20000.0,-0.0,1.0,274966.30588678876
2605,220293.93459035727,,72430.67148002434,,20000.0,-0.0,1.0,272724.6060703816
2606,220293.93459035727,,65813.16369622786,,20000.0,-0.0,1.0,266107.0982865851
2607,220293.93459035727,,110479.23060017376,,20000.0,-0.0,1.0,310773.16519053106
2608,220293.93459035727,,100012.47391359956,,20000.0,-0.0,1.0,300306.40850395686
2609,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2610,220293.93459035727,,123740.16451341518,,20000.0,-0.0,1.0,324034.09910377243
2611,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2612,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2613,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2614,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2615,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2616,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2617,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2618,213045.77376428878,,0.0,,20000.0,-0.0,1.0,193045.77376428878
2619,201529.01614927826,,0.0,,20000.0,-0.0,1.0,181529.01614927826
2620,199536.49643556227,,0.0,,20000.0,-0.0,1.0,179536.49643556227
2621,196617.5106928558,,0.0,,20000.0,-0.0,1.0,176617.5106928558
2622,192044.49125088635,,1932.8210028811009,,20000.0,-0.0,1.0,173977.31225376745
2623,175978.22457518778,,18964.266010231695,,20000.0,-0.0,1.0,174942.49058541947
2624,139958.34110586977,,33812.80060068991,,20000.0,-0.0,1.0,153771.1417065597
2625,112012.57288303446,,76948.36346438549,,20000.0,-0.0,1.0,168960.93634741995
2626,95451.01581467318,,104877.36763666233,,20000.0,-0.0,1.0,180328.3834513355
2627,129382.54270519788,,98106.67361695685,,20000.0,-0.0,1.0,207489.21632215474
2628,136359.3758794572,,104621.48194062673,,20000.0,-0.0,1.0,220980.8578200839
2629,156100.61768348658,,137449.36854421475,,20000.0,-0.0,1.0,273549.9862277013
2630,180934.39723306915,,150000.0,,20000.0,-0.0,1.0,310934.3972330692
2631,204840.2938267185,,150000.0,,20000.0,-0.0,1.0,334840.29382671847
2632,219221.5364886117,,150000.0,,20000.0,-0.0,1.0,349221.5364886117
2633,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2634,168944.27829699544,,130796.98753461393,,20000.0,-0.0,1.0,279741.2658316094
2635,173390.31414077667,,2102.51676072577,,20000.0,-0.0,1.0,155492.83090150243
2636,181359.2586674501,,0.0,,20000.0,-0.0,1.0,161359.2586674501
2637,207465.26098799094,,0.0,,20000.0,-0.0,1.0,187465.26098799094
2638,196501.6652230926,,0.0,,20000.0,-0.0,1.0,176501.6652230926
2639,203449.17093966878,,0.0,,20000.0,-0.0,1.0,183449.17093966878
2640,189127.03027694614,,0.0,,20000.0,-0.0,1.0,169127.03027694614
2641,190568.6916094761,,0.0,,20000.0,-0.0,1.0,170568.6916094761
2642,172366.8650147298,,0.0,,20000.0,-0.0,1.0,152366.8650147298
2643,169195.35624069846,,0.0,,20000.0,-0.0,1.0,149195.35624069846
2644,176225.18576649445,,0.0,,20000.0,-0.0,1.0,156225.18576649445
2645,188158.44005713976,,0.0,,20000.0,-0.0,1.0,168158.44005713976
2646,177232.3426533582,,2883.096001254974,,20000.0,-0.0,1.0,160115.4386546132
2647,162920.38002701467,,12239.772729262368,,20000.0,-0.0,1.0,155160.15275627704
2648,132778.50062603442,,26022.77112670915,,20000.0,-0.0,1.0,138801.27175274357
2649,107850.24018736495,,45469.92041261891,,20000.0,-0.0,1.0,133320.16059998385
2650,72193.70189870695,,63514.99148555542,,20000.0,-0.0,1.0,115708.69338426238
2651,81023.18143337432,,96666.77840564061,,20000.0,-0.0,1.0,157689.95983901492
2652,96925.28340748076,,106386.8276418332,,20000.0,-0.0,1.0,183312.11104931397
2653,75273.13073933539,,139781.29416530824,,20000.0,-0.0,1.0,195054.42490464362
2654,133308.32196559908,,146822.07624828522,,20000.0,-0.0,1.0,260130.39821388433
2655,143382.11224504586,,86975.28820824575,,20000.0,-0.0,1.0,210357.4004532916
2656,122512.42544446696,,74870.80546588822,,20000.0,-0.0,1.0,177383.23091035517
2657,118908.84891162606,,117562.05125137437,,20000.0,-0.0,1.0,216470.90016300045
2658,220205.0278212172,,133009.35179106068,,20000.0,-0.0,1.0,333214.37961227784
2659,218780.4748870231,,2189.9901103202255,,20000.0,-0.0,1.0,200970.4649973433
2660,217034.23374758774,,0.0,,20000.0,-0.0,1.0,197034.23374758774
2661,220154.70529749515,,0.0,,20000.0,-0.0,1.0,200154.70529749515
2662,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2663,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2664,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2665,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2666,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2667,215485.22257071303,,0.0,,20000.0,-0.0,1.0,195485.22257071303
2668,201160.053221256,,0.0,,20000.0,-0.0,1.0,181160.053221256
2669,199221.04790631958,,0.0,,20000.0,-0.0,1.0,179221.04790631958
2670,196605.78290455445,,2706.2376750337257,,20000.0,-0.0,1.0,179312.02057958816
2671,199769.44871554422,,14086.713744558692,,20000.0,-0.0,1.0,193856.1624601029
2672,163728.01496033676,,28822.78866119432,,20000.0,-0.0,1.0,172550.8036215311
2673,177152.91364878227,,35743.082597874985,,20000.0,-0.0,1.0,192895.99624665725
2674,140380.3072371802,,63120.27264399169,,20000.0,-0.0,1.0,183500.5798811719
2675,163960.5630767516,,80839.76601606746,,20000.0,-0.0,1.0,224800.32909281907
2676,187595.94651372536,,86840.2710526156,,20000.0,-0.0,1.0,254436.21756634093
2677,220293.93459035727,,108174.7865607305,,20000.0,-0.0,1.0,308468.7211510878
2678,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2679,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2680,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2681,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2682,220293.93459035727,,134674.51944074206,,20000.0,-0.0,1.0,334968.45403109933
2683,220293.93459035727,,2757.22420488588,,20000.0,-0.0,1.0,203051.15879524316
2684,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2685,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2686,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2687,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2688,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2689,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2690,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2691,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2692,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2693,220293.93459035727,,-0.0,,20000.0,-0.0,1.0,200293.93459035727
2694,220293.93459035727,,3481.3227095545817,,20000.0,-0.0,1.0,203775.25729991184
2695,220293.93459035727,,18498.912675029605,,20000.0,-0.0,1.0,218792.84726538687
2696,220293.93459035727,,34522.924840111526,,20000.0,-0.0,1.0,234816.8594304688
2697,220293.93459035727,,57495.1756476017,,20000.0,-0.0,1.0,257789.11023795896
2698,220293.93459035727,,91936.0550447003,,20000.0,-0.0,1.0,292229.9896350576
2699,220293.93459035727,,120058.30802343035,,20000.0,-0.0,1.0,320352.24261378765
2700,216129.53387652815,,130851.16116328453,,20000.0,-0.0,1.0,326980.6950398127
2701,203238.64745679044,,136379.2904758449,,20000.0,-0.0,1.0,319617.9379326353
2702,205242.55213404945,,150000.0,,20000.0,-0.0,1.0,335242.5521340495
2703,213265.84400477176,,150000.0,,20000.0,-0.0,1.0,343265.8440047718
2704,217746.4221676406,,150000.0,,20000.0,-0.0,1.0,347746.4221676406
2705,220293.93459035727,,150000.0,,20000.0,-0.0,1.0,350293.93459035724
2706,190926.4618338533,,135978.3284502204,,20000.0,-0.0,1.0,306904.7902840737
2707,162993.48169001425,,3209.187542730198,,20000.0,-0.0,1.0,146202.66923274443
2708,163286.34760519888,,0.0,,20000.0,-0.0,1.0,143286.34760519888
2709,164235.16338517136,,0.0,,20000.0,-0.0,1.0,144235.16338517136
2710,173245.6067539339,,0.0,,20000.0,-0.0,1.0,153245.6067539339
2711,162830.73589170162,,0.0,,20000.0,-0.0,1.0,142830.73589170162
2712,175468.47903823704,,0.0,,20000.0,-0.0,1.0,155468.47903823704
2713,190940.92861819704,,0.0,,20000.0,-0.0,1.0,170940.92861819704
2714,213176.62712627507,,0.0,,20000.0,-0.0,1.0,193176.62712627507
2715,220232.72213442624,,0.0,,20000.0,-0.0,1.0,200232.72213442624
2716,220293.93459035727,,0.0,,20000.0,-0.0,1.0,200293.93459035727
2717,220293.93459035727,,-0.0,,20000.0,-0.0,1.0,200293.93459035727
2718,220293.93459035727,,1353.5892127448888,,20000.0,-0.0,1.0,201647.52380310214
2719,220293.93459035727,,2889.667935959742,,20000.0,-0.0,1.0,203183.602526317
2720,220293.93459035727,,3733.364468313302,,20000.0,-0.0,1.0,204027.29905867056
2721,220293.93459035727,,6984.473039852786,,20000.0,-0.0,1.0,207278.40763021004
2722,220293.93459035727,,11047.343562389033,,20000.0,-0.0,1.0,211341.2781527463
2723,220293.93459035727,,39880.377388573586,,20000.0,-0.0,1.0,240174.31197893084
2724,216349.72463333514,,129361.6720793627,,20000.0,-0.0,1.0,325711.3967126978
2725,220293.93459035727,,130067.63371188425,,20000.0,-0.0,1.0,330361.5683022415
2726,220293.93459035727,,100429.59074769713,,20000.0,-0.0,1.0,300723.5253380544
2727,220293.93459035727,,96833.81473471595,,20000.0,-0.0,1.0,297127.7493250732
2728,220293.93459035727,,63504.95572787015,,20000.0,-0.0,1.0,263798.8903182274
2729,220293.93459035727,,61583.02329404566,,20000.0,-0.0,1.0,261876.95788440295
2730,220293.93459035727,,36162.15991064699,,20000.0,-0.0,1.0,236456.09450100426
2731,113227.3215935321,,1883.5735089184707,,20000.0,-0.0,1.0,95110.89510245058
2732,34222.04997961025,,0.0,,20000.0,-0.0,1.0,14222.049979610252
