,longitude,latitude,altitude,clearance [m],sp [W/m2],p_rated [MW],Nwt,wind_MW_per_km2 [MW/km2],solar_MW [MW],surface_tilt [deg],surface_azimuth [deg],DC_AC_ratio,b_P [MW],b_E_h [h],cost_of_battery_P_fluct_in_peak_price_ratio,NPV_over_CAPEX,NPV [MEuro],IRR,LCOE [Euro/MWh],Revenues [MEuro],CAPEX [MEuro],OPEX [MEuro],Wind CAPEX [MEuro],Wind OPEX [MEuro],PV CAPEX [MEuro],PV OPEX [MEuro],Batt CAPEX [MEuro],Batt OPEX [MEuro],Shared CAPEX [MEuro],Shared OPEX [MEuro],penalty lifetime [MEuro],Mean Annual Electricity Sold [GWh],GUF,grid [MW],wind [MW],solar [MW],Battery Energy [MWh],Battery Power [MW],Total curtailment [GWh],Total curtailment with deg [GWh],Awpp [km2],Apvp [km2],Plant area [km2],Rotor diam [m],Hub height [m],Number of batteries used in lifetime,Break-even PPA price [Euro/MWh],Capacity factor wind [-],AEP [GWh],AEP with degradation [GWh]
0,-0.864258,48.744116,302.0,20.0,263.06602163949646,10,30,7,150,50,230,1.5,20,4,8,0.8096648603744876,369.36380989170993,0.12082066171601857,34.93517682516254,47.288796243496506,456.1934548090319,7.961765803077135,334.3521237395856,6.949265803077135,50.25,1.0125,7.752188212303461,0.0,63.83914285714286,0.0,0.0,1211.076969627117,0.46083598539844634,300.0,300.0,150.0,80.0,20.0,794.5053100384575,378.0822953859593,42.857142857142854,1.839,42.857142857142854,219.99999999999997,130.0,2.0,23.406491168834954,0.39076156077943336,1408.7015645538665,1226.6431348164606
