hour,wind_power_undegraded_mw,wind_power_year24_degraded_mw,solar_power_undegraded_mw,solar_power_year24_degraded_mw,battery_power_mw,curtailment_power_mw
36,250.25474966492095,188.06361851607508,16.85965415758005,12.313850659161984,-5.076672462720854,0.0
37,287.9011308128153,234.17916730134039,47.152337113174895,34.43877832251121,-5.076672462720855,29.976795463269365
38,228.99003957634733,168.32688271981843,81.16300689121691,59.27914548168331,-5.076672462720854,5.076374004843398
39,275.79052551865357,216.79755147603328,121.03771493858508,88.4023510932758,-5.0766724627208575,91.75156799451776
40,232.80902002619476,171.85360544977658,4.073455565582584,2.975126083384653,-5.0766724627208575,0.0
41,240.9017925839131,179.3279867442734,0.0,0.0,19.7,0.0
42,252.32235413373198,190.28010028279442,0.0,0.0,19.7,0.0
43,277.04104114669644,218.44448581324167,0.0,0.0,0.0003331241438218058,0.0
44,287.02158245447686,232.64134064176557,0.0,0.0,0.0003331241438218058,0.0
45,293.72698411251474,244.97724139473127,0.0,0.0,0.0003331241438218058,0.0
46,297.40799984051296,254.2617583459899,0.0,0.0,0.0003331241438218058,0.0
47,299.56000472148327,261.8762119368278,0.0,0.0,0.0003331241438218058,0.0
48,299.8970799405527,263.4678158336603,0.0,0.0,0.0003331241438218058,0.0
49,299.92620593151105,263.6151292727003,0.0,0.0,0.0003331241438218058,0.0
50,299.9779789397081,263.88131674023623,0.0,0.0,0.0003331241438218058,0.0
51,299.99387604138474,263.96207459321215,0.0,0.0,0.0003331241438218058,0.0
52,299.99881019068494,263.98589959704145,0.0,0.0,0.0003331241438218058,0.0
53,299.9996668758562,263.989577879589,0.0,0.0,0.0003331241438218058,0.0
54,299.9998161804138,263.9900394989353,0.0,0.0,0.0003331241438218058,0.00014930455762396377
55,299.9998811685791,263.9901363250801,0.0,0.0,0.00011883142087754095,0.0
56,299.9999413591859,263.99020139685547,0.0,0.0,-0.31104465545908533,0.0
57,299.9999619614664,263.9901073301455,0.0,0.0,-0.31104465545908533,0.0
58,299.99996774074594,263.9899576415092,1.3595438052142013,0.9929396882903908,-0.31104465545908533,1.0484668905010321
59,299.99998111009205,263.98983460800275,4.504689130413063,3.2899839794098247,-0.3110446554590851,4.193625585046021
60,299.99998844444957,263.98968898770534,5.537141175415287,4.0440251416211535,-0.3110446554590851,5.226084964405771
61,299.99999324717965,263.98953394660555,3.0510036255762927,2.2282825901272694,-0.3110446554590851,2.7399522172968602
62,299.9999886364131,263.98934717115816,3.9020001229982504,2.849798247174892,-0.3110446554590851,3.590944103952239
63,299.99992747999033,263.98894830867255,0.0,0.0,-0.3110446554590851,0.0
64,299.9995300319605,263.9871016097908,0.0,0.0,-0.3110446554590851,0.0
65,299.9298524928516,263.63113092079726,0.0,0.0,0.07014750714841966,0.0
66,299.52247461220827,261.70059009687134,0.0,0.0,0.18899301431690674,0.0
67,298.5112189584231,257.7855720897343,0.0,0.0,0.18899301431690674,0.0
68,298.0397968054571,256.2777536063547,0.0,0.0,0.18899301431690674,0.0
69,298.21146175146356,256.8265474360371,0.0,0.0,0.18899301431690674,0.0
70,299.84216927771604,263.19017421082594,0.0,0.0,0.18899301431690674,0.031162292032945516
71,299.91577972244767,263.557678266509,0.0,0.0,0.18899301431690674,0.10477273676457344
72,299.9679058755193,263.8257317695736,0.0,0.0,0.18899301431690674,0.15689888983621358
73,299.9865505768591,263.92131487900514,0.0,0.0,0.18899301431690674,0.1755435911759946
74,299.93365158109293,263.64912746565574,0.0,0.0,0.18899301431690674,0.12264459540983808
75,299.8110069856831,263.03389864833457,0.0,0.0,0.18899301431690674,0.0
76,299.63794130690263,262.22866138430015,0.0,0.0,0.18899301431690674,0.0
77,299.050009697373,259.78811008528896,0.0,0.0,0.18899301431690674,0.0
78,289.03375816817885,236.1468432492248,0.0,0.0,0.18899301431690674,0.0
79,262.00639099108315,200.65895263390073,0.0,0.0,0.18899301431690674,0.0
80,231.583721005741,170.71031330835606,0.0,0.0,-3.6444914991609414,0.0
81,196.20208941361065,140.46357756297513,2.2362958409709637,1.6332123571969,-3.6444914991609414,0.0
82,220.49104361757657,160.73827686260643,18.663763511451464,13.6305040725092,-3.644491499160942,0.0
83,297.6621583570031,255.06701456086736,27.750920115453425,20.266995642660557,-3.644491499160942,21.768586973295562
84,296.0884528864293,250.635832953759,42.225753694720964,30.838176506107818,-3.6444914991609414,34.66971508198936
85,299.65482490009225,262.3045409238129,92.15842420106974,67.30473410097868,-3.6444914991609405,88.16875760200107
86,291.42198261095075,240.31596926698253,55.69834560193622,40.67730399339121,-3.6444914991609423,43.475836713726046
87,294.49188292965295,246.8033119990846,30.094082297679872,21.978105949258847,-3.6444914991609423,20.94147372817185
88,298.83353873598566,258.9269909794278,2.399162249480579,1.7521370391697473,-3.6444914991609423,0.0
89,299.6982805501522,262.50325559069523,0.0,0.0,0.30171944984778065,0.0
90,299.9591896662039,263.77779302425756,0.0,0.0,0.00024777883243132237,0.0
91,299.9864600284177,263.9177705175536,0.0,0.0,0.00024777883243132237,0.0
92,299.99332392817473,263.95229116137466,0.0,0.0,0.00024777883243132237,0.0
93,299.9986076274656,263.9779190659387,0.0,0.0,0.00024777883243132237,0.0
94,299.9995383310398,263.9820003601605,0.0,0.0,0.00024777883243132237,0.0
95,299.99975222116757,263.98275499214026,0.0,0.0,0.00024777883243132237,0.0
96,299.99988350125574,263.9831250292945,0.0,0.0,0.00011649874426211682,0.0
97,299.99989381139426,263.9829942501103,0.0,0.0,0.00010618860574140854,0.0
98,299.99994001966684,263.9830043298301,0.0,0.0,5.99803331624571e-05,0.0
99,299.99991899231657,263.98275058791813,0.0,0.0,5.99803331624571e-05,0.0
100,299.9999466089816,263.9826870559615,0.0,0.0,5.471044107707712e-05,1.3194226653467922e-06
101,299.9999452895589,263.9825109029997,0.0,0.0,5.471044107707712e-05,0.0
102,299.99997137401203,263.9824369250874,0.0,0.0,5.471044107707712e-05,2.6084453111252515e-05
103,299.9999877878971,263.982323747251,0.0,0.0,5.471044107707712e-05,4.249833818903426e-05
104,299.9999936311973,263.98217217170577,0.0,0.0,6.368802701217646e-06,0.0
105,299.9999948605293,263.9820049136957,0.0,0.0,3.3803070209614816e-06,0.0
106,299.999996619693,263.98183932427946,0.0,0.0,3.3803070209614816e-06,0.0
107,299.99999465416744,263.98166178058636,0.04960805628904842,0.03622823920661222,3.3803070209614816e-06,0.049606090763518296
108,299.9999994322298,263.9815053362303,2.5106896533745373,1.8335271331934089,3.3803070209614816e-06,2.5106924659113474
109,299.9999996494105,263.98133469957384,8.481435390934905,6.1938824559391925,3.3803070209614816e-06,8.48143842065241
110,299.99999140918794,263.98113736968867,31.91670594439994,23.30831916945029,-13.536379018612514,18.380318334975378
111,299.9998256011593,263.9803179475699,84.30282888757569,61.565063966872984,-13.536379018612514,70.76627547012245
112,299.9998844239147,263.9803888994642,5.24824744701593,3.8327084385849575,-13.536379018612514,0.0
113,299.99932930637146,263.9778140912705,0.0,0.0,0.0,0.0
114,299.99336519151245,263.9487299682644,0.0,0.0,0.0,0.0
115,299.97306174786087,263.84486469167507,0.0,0.0,0.0,0.0
116,299.83102677145206,263.12658194889883,0.0,0.0,0.0,0.0
117,299.20371707725445,260.39069398912073,0.0,0.0,0.0,0.0
118,295.6984947459608,249.6924797062043,0.0,0.0,0.0,0.0
119,290.5631859797372,238.80792456272275,0.0,0.0,0.0,0.0
120,291.370109635306,240.21710312008094,0.0,0.0,0.0,0.0
121,290.7681587111362,239.16545173810525,0.0,0.0,0.0,0.0
122,293.5428746051496,244.51747292556152,0.0,0.0,0.0,0.0
123,295.6604623422028,249.6000968111094,0.0,0.0,0.0,0.0
124,295.7846387063976,249.8979398585788,0.0,0.0,0.0,0.0
125,293.9386961550741,245.46687157732828,0.0,0.0,0.0,0.0
126,284.8078576907224,228.75345438597702,0.0,0.0,0.0,0.0
127,263.0178567427134,201.73014559691143,0.0,0.0,0.0,0.0
128,211.31054825363128,153.06221230860314,0.0,0.0,0.0,0.0
129,145.72231642971576,101.28323758923433,2.8909670581929454,2.1111670589623523,0.0,0.0
130,88.48577267796945,58.86185838181369,19.53031513095318,14.262248578528258,0.0,0.0
131,68.6616714498738,44.544140121953134,48.43560630041767,35.37062907669063,0.0,0.0
132,56.43973039433759,35.82721381894734,90.28083331664915,65.92845454213509,0.0,0.0
133,70.7240354367357,46.01582391157039,79.92891776346681,58.36877271790367,0.0,0.0
134,112.60374889070198,76.5391779431647,94.21864110926249,68.80385281799988,0.0,0.0
135,85.4612632281741,56.66947457418925,61.81469171863236,45.14055791288287,0.0,0.0
136,61.39916226630829,39.360330027940684,3.8919192688367623,2.842093298332313,0.0,0.0
137,71.60820665932137,46.64638397297679,0.0,0.0,19.7,0.0
138,84.35111846324925,55.864613350468794,0.0,0.0,19.7,0.0
139,107.40613797491837,72.7216902473512,0.0,0.0,-0.8640241926773959,0.0
140,146.3456131424369,101.75352591665836,0.0,0.0,-0.8640241926773959,0.0
141,169.20604248627595,119.18588160327371,0.0,0.0,-0.8640241926773957,0.0
142,253.4397245956778,191.44942011037952,0.0,0.0,-0.8640241926773957,0.0
143,264.01249830112357,202.79263313426188,0.0,0.0,-0.8640241926773957,0.0
144,268.4665760649899,207.57111477479526,0.0,0.0,-0.8640241926773957,0.0
145,276.3247026473504,217.47188883184583,0.0,0.0,-0.8640241926773957,0.0
146,268.25030661260996,207.33850059054737,0.0,0.0,-0.8640241926773957,0.0
147,279.328655419595,221.43071575608184,0.0,0.0,-0.8640241926773957,0.0
148,291.1334533021097,239.79691174717203,0.0,0.0,-0.8640241926773955,0.0
149,295.4631230306343,249.12069520251256,0.0,0.0,-0.8640241926773953,0.0
150,294.6440805067951,247.15437566649084,0.0,0.0,-0.8640241926773953,0.0
151,296.01310410714296,250.44047962941664,0.0,0.0,-0.864024192677395,0.0
152,293.757897557495,245.02664357621336,0.0,0.0,-0.864024192677395,0.0
153,287.8923089642616,234.13412156354002,0.0,0.0,-0.8640241926773948,0.0
154,290.6783424515606,239.00046698067206,0.5573485594766684,0.4069946130596646,-0.8640241926773948,0.0
155,281.24447226623795,223.9536966114727,1.1229269737973424,0.8199976068855208,-0.8640241926773948,0.0
156,283.54844602424544,226.99022855677475,5.994226538003215,4.377171024424933,-0.8640241926773948,0.0
157,275.28646847943156,216.10006258558428,25.23534172899563,18.427602966602677,-0.864024192677395,0.0
158,264.4858476786302,203.29612630441775,67.11278462463225,49.007687251535415,-0.864024192677395,30.73460811058504
159,202.95402553467463,146.07860967925495,68.64428697384203,50.12595272688118,-0.864024192677395,0.0
160,183.0952772003938,130.07949471040965,3.8344278052955874,2.8000004426694893,-0.864024192677395,0.0
161,198.21486621177016,142.12239683765023,0.0,0.0,-0.864024192677395,0.0
162,178.7750077610245,126.68911806375817,0.0,0.0,-0.864024192677395,0.0
163,151.48110342747745,105.64247815398414,0.0,0.0,-0.864024192677395,0.0
164,145.6690274274542,101.2354393843948,0.0,0.0,-0.864024192677395,0.0
165,151.54564571774307,105.69097948686802,0.0,0.0,-0.864024192677395,0.0
166,176.6906074091159,125.05262453713031,0.0,0.0,-0.864024192677395,0.0
167,161.6096542572907,113.32122181251114,0.0,0.0,-0.8640241926773946,0.0
168,160.28274606684553,112.31491267604814,0.0,0.0,-0.864024192677395,0.0
169,164.55177338756621,115.55151372619267,0.0,0.0,-0.864024192677395,0.0
170,132.45905949906737,91.29795612374635,0.0,0.0,-0.8640241926773955,0.0
171,124.89383129202933,85.66885594915456,0.0,0.0,-0.8640241926773964,0.0
172,118.31544898749242,80.77403521698619,0.0,0.0,-0.8640241926773955,0.0
173,121.63988947039454,83.24739711543836,0.0,0.0,-0.8640241926773964,0.0
174,132.63030851579916,91.42459075727548,0.0,0.0,-0.8640241926773955,0.0
175,117.84692856590888,80.42489983772889,0.0,0.0,-0.8640241926773955,0.0
176,102.96545893775047,69.45498584880738,0.0,0.0,-0.8640241926773955,0.0
177,97.77468490556923,65.64346551820974,2.3493834029795897,1.715534310404739,-0.8640241926773946,0.0
178,110.97981486294432,75.33925245694599,16.244258645928504,11.86163894636247,-0.8640241926773946,0.0
179,121.91479029259628,83.45083949467754,30.83914428011407,22.51886079505216,-0.8640241926773946,0.0
180,137.76569072963198,95.24433830886758,31.62066077354668,23.08948951912664,-0.8640241926773946,0.0
181,127.87621633602578,87.88599767676283,50.88061012686353,37.15309460227016,-0.8640241926773928,0.0
182,123.0863075484719,84.32194230089938,66.2157073410551,48.350725877991614,-0.8640241926773911,0.0
183,71.84579619322854,46.81047787614541,93.52662611543975,68.29305430791129,-0.8640241926773911,0.0
184,55.8886031430185,35.43574623995936,5.255277583431421,3.8373924929610195,-0.864024192677384,0.0
185,56.271075086717616,35.703783780810014,0.0,0.0,-0.864024192677384,0.0
186,50.91455696885454,31.94846764609852,0.0,0.0,19.7,0.0
187,41.222485427789984,25.181446925227597,0.0,0.0,19.7,0.0
188,33.98431357318144,20.205456532620012,0.0,0.0,19.7,0.0
189,29.346446701686762,17.037245060775508,0.0,0.0,-6.091370558375637,0.0
190,15.832781179739822,7.761754125895774,0.0,0.0,-6.091370558375637,0.0
191,19.486983484169453,10.295814524939404,0.0,0.0,-6.091370558375637,0.0
