Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,564277,-,-,-,35.21,-101.94,-6,1102,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2012,3,12,15,30,275.74379063023537,193.8133616055282,183.2261991487088,5.501177726159034,11.97538891865787,52.24,880,-8
2012,3,12,16,30,194.3640834804108,124.3729893062692,220.57452884700447,5.710152846526951,11.586991050843096,62.61,880,-9
2012,3,12,17,30,89.07142723167486,57.30624823834149,195.10229139370472,5.657295596357389,10.98992342370775,74.07000000000001,880,-2
2012,3,12,18,30,26.806775857245103,26.806775857245103,0.0,6.467876729437192,9.794827530706243,86.09,880,-1
2012,3,12,19,30,0.0,0.0,0.0,6.980102315175226,8.414922914901638,98.32,880,-3
2012,3,12,20,30,0.0,0.0,0.0,6.888534610018691,7.054478642853212,110.47,890,-4
2012,3,12,21,30,0.0,0.0,0.0,6.503090694094328,6.305426075380865,122.19,890,-5
2012,3,12,22,30,0.0,0.0,0.0,6.237928916895364,5.475328027634191,132.95,890,-6
2012,3,12,23,30,0.0,0.0,0.0,6.003658264155506,5.153483337255636,141.77,890,-6
2012,3,13,0,30,0.0,0.0,0.0,5.772492071498882,4.984154060435685,146.93,890,-6
2012,3,13,1,30,0.0,0.0,0.0,5.515493106630928,4.58488875027831,146.63,890,-6
2012,3,13,2,30,0.0,0.0,0.0,5.265009027504832,4.0751716311810355,141.01,890,-5
2012,3,13,3,30,0.0,0.0,0.0,4.510688874603621,3.4355154593785073,131.94,890,-5
2012,3,13,4,30,0.0,0.0,0.0,4.671863616449546,2.9753844632367645,121.04,890,-5
2012,3,13,5,30,0.0,0.0,0.0,4.861423072732678,3.468385719521166,109.24,890,-5
2012,3,13,6,30,0.0,0.0,0.0,4.912866527845589,3.631905489532869,97.06,890,-5
2012,3,13,7,30,7.354653295233947,7.354653295233947,0.0,5.135058359582125,3.816499178720221,84.81,890,-5
2012,3,13,8,30,71.84773010214943,71.84773010214943,0.0,4.173901142002547,4.851941135244715,72.8,890,-6
2012,3,13,9,30,185.99452664252624,162.4531920295962,59.21441700082677,3.619433076708092,7.062700589429767,61.38,890,-6
2012,3,13,10,30,312.2148605019349,229.3176797611925,162.52112509829908,3.5766973922796765,9.552529926210923,51.1,890,-7
2012,3,13,11,30,488.8760252352762,218.4481856457166,462.23003723415343,4.1537335841460665,11.69938016603129,42.92,890,-9
2012,3,13,12,30,588.1501709096366,143.07208728405607,720.8883301926459,4.621415554765683,12.985286885964683,38.28,890,-10
2012,3,13,13,30,619.5416110442736,87.6256665674191,879.2967988520058,4.7483964189221455,14.147154538786026,38.52,880,-10
2012,3,13,14,30,580.0439609804175,73.8320517454323,922.8904318033156,4.838929116717581,14.962213522083971,43.56,880,-10
2012,3,13,15,30,487.7343132592367,78.1870538649224,906.1096970005816,5.182050376745127,15.014010515581731,51.98,880,-10
2012,3,13,16,30,356.8665771927445,90.56962882247598,827.1130475368892,5.6257346748132,14.59762736176242,62.39,880,-10
2012,3,13,17,30,200.0164262700766,92.87402520123398,640.3741472695403,6.407379238019749,13.450482734303932,73.88,880,-8
2012,3,13,18,30,52.68135761977059,52.68135761977059,0.0,7.255474418807424,11.81183114663122,85.91,880,-4
2012,3,13,19,30,0.0,0.0,0.0,7.940399151722072,10.150054657563487,98.15,880,-4
2012,3,13,20,30,0.0,0.0,0.0,8.200379316402865,8.84111464230773,110.29,880,-4
2012,3,13,21,30,0.0,0.0,0.0,8.153868627880987,7.977686384438016,121.98,880,-4
2012,3,13,22,30,0.0,0.0,0.0,7.637215673439701,6.943739472730556,132.7,890,-3
2012,3,13,23,30,0.0,0.0,0.0,7.289203991720752,6.474728340075558,141.46,890,-2
2012,3,14,0,30,0.0,0.0,0.0,7.122647848670615,6.167188056107648,146.55,890,0
2012,3,14,1,30,0.0,0.0,0.0,6.830673390527421,5.915496321003388,146.23,890,0
2012,3,14,2,30,0.0,0.0,0.0,6.444416077474371,5.915500283121105,140.64,890,2
2012,3,14,3,30,0.0,0.0,0.0,6.128303377842297,5.897853908983507,131.6,890,2
2012,3,14,4,30,0.0,0.0,0.0,5.859484637556659,5.786009912265456,120.73,890,3
2012,3,14,5,30,0.0,0.0,0.0,5.766653640127877,5.4367093476470245,108.95,890,3
2012,3,14,6,30,0.0,0.0,0.0,5.70367867893568,5.358843213857995,96.77,890,3
2012,3,14,7,30,7.482643443714497,7.482643443714497,0.0,5.377889395388766,5.375509235198763,84.52,890,2
